ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,sex_code,sex_desc,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,value_2020,latest_value,footnotes,nature
50,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),694,Sierra Leone,4,11,Western Africa,Country,-11.78306584,8.568604164,SLE,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,1,2014,2014,[2014],,,,,,,,,,,,,,,37.85,,,,,,,37.85,Repository: ILO-STATISTICS - Micro data processing,C: Country data
51,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),702,Singapore,4,35,South-Eastern Asia,Country,103.8107883,1.361009155,SGP,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,17,2000,2018,"[2000, 2001, 2002, 2003, 2004, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018]",24.95,25.12,26.14,26.1,27.65,,30.98,30.43,31.36,31.28,34.31,33.89,33.78,33.7,33.86,34.03,,34.49,36.4,,,36.4,"[2000]: Data reference period: June // [2001-2004,2007-2015,2017-2018]: Data reference period: June | Population coverage: Nationals, residents // [2006]: Data reference period: June | Population coverage: Excluding non-permanent residents | Reference group coverage: Total employment",C: Country data
52,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),703,Slovakia,5,151,Eastern Europe,Country,19.48495604,48.70741446,SVK,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",31.2,31.21,31.2,33.31,32.94,30.76,27.88,30.94,29.67,32.24,34.58,30.85,33.11,32.72,30.04,31.29,35.03,32.76,32.1,33.7,,33.7,"[2000,2002,2004,2006-2010,2012-2019]: Repository: Eurostat special tabulation // [2001,2003,2005,2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
53,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),705,Slovenia,5,39,Southern Europe,Country,14.82209486,46.11958061,SVN,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",29.59,31.6,29.12,33.24,33.41,34.19,33.1,31.85,34.83,35.54,34.8,38.39,38.96,37.03,37.55,37.36,40.84,41.18,38.55,40.13,,40.13,"[2000-2004,2006-2010,2012-2019]: Repository: Eurostat special tabulation // [2005,2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
54,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),90,Solomon Islands,4,543,Oceania (exc. Australia and New Zealand),Country,160.1584117,-9.622391719,SLB,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,1,2013,2013,[2013],,,,,,,,,,,,,,25.66,,,,,,,,25.66,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age,C: Country data
55,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),90,Solomon Islands,4,543,Oceania (exc. Australia and New Zealand),Country,160.1584117,-9.622391719,SLB,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,1,2013,2013,[2013],,,,,,,,,,,,,,25.66,,,,,,,,25.66,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age,C: Country data
56,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),710,South Africa,4,18,Southern Africa,Country,24.67184355,-29.99957544,ZAF,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",25.21,22.14,25.28,25.51,25.23,28.8,29.81,31.87,29.62,29.95,29.61,30.96,31.1,30.02,31.1,30.77,31.55,32.05,30.46,30.2,,30.2,"[2000,2008]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2001-2007,2009-2019]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
57,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),724,Spain,5,39,Southern Europe,Country,-3.554078296,40.39211472,ESP,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",31.53,32.28,31.6,29.89,31.58,32.05,31.89,32.3,32.46,33.22,34.33,29.96,30.21,30.76,30.87,31.38,31.2,30.57,32.14,33.23,,33.23,"[2000,2002-2004,2006-2008,2010,2012-2019]: Repository: Eurostat special tabulation // [2001,2005,2009,2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
58,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),144,Sri Lanka,5,127,Southern Asia (excluding India),Country,80.70489654,7.614693343,LKA,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,17,2002,2018,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",,,21.74,20.39,19.79,22.39,20.51,23.79,23.93,25.08,25.49,23.15,28.42,29.06,24.8,25.92,28.37,27.58,25.97,,,25.97,"[2002-2004,2006-2008]: Geographical coverage: Total national, excluding some areas | Age coverage - minimum age: 10 years old // [2005]: Age coverage - minimum age: 10 years old // [2009]: Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old // [2010-2011]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2013-2018]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
59,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),144,Sri Lanka,5,127,Southern Asia (excluding India),Country,80.70489654,7.614693343,LKA,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,17,2002,2018,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",,,21.74,20.39,19.79,22.39,20.51,23.79,23.93,25.08,25.49,23.15,28.42,29.06,24.8,25.92,28.37,27.58,25.97,,,25.97,"[2002-2004,2006-2008]: Geographical coverage: Total national, excluding some areas | Age coverage - minimum age: 10 years old // [2005]: Age coverage - minimum age: 10 years old // [2009]: Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old // [2010-2011]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2013-2018]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
60,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),275,State of Palestine,4,145,Western Asia,Country,35.25694122,31.94347933,PSE,0,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",12.47,10.61,9.64,12.42,11.17,12.27,11.89,10.29,9.74,12.36,12.08,10.65,14.52,14.98,15.21,15.44,19.28,15.91,17.71,20.08,,20.08,[2000]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2001-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
61,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),740,Suriname,4,5,South America,Country,-55.90626394,4.132603197,SUR,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,3,2013,2016,"[2013, 2015, 2016]",,,,,,,,,,,,,,35.81,,37.27,43.25,,,,,43.25,"[2013,2015]: Data reference period: First semester | Geographical coverage: Urban areas only | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 years old // [2016]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
62,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),752,Sweden,5,154,Northern Europe,Country,14.3775338,60.60103109,SWE,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",30.54,30.53,30.71,30.32,30.27,31.86,32.11,31.59,32.08,32.49,31.35,34.46,35.5,35.44,37.12,39.55,39.31,38.92,38.1,40.25,,40.25,"[2000,2002-2004,2006-2010,2012-2017,2019]: Repository: Eurostat special tabulation // [2001,2005,2011,2018]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
63,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),756,Switzerland,5,155,Western Europe,Country,8.223158,46.96617097,CHE,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",23.4,25.34,27.7,28.23,26.8,28.29,30.59,30.42,30.19,31.51,33.53,30.68,30.51,29.78,30.82,32.29,32.77,30.38,31.74,33.53,,33.53,"[2000-2004,2006-2009,2012-2019]: Repository: Eurostat special tabulation // [2005,2010-2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
64,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),760,Syrian Arab Republic,4,145,Western Asia,Country,38.50466565,35.01676176,SYR,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,3,2007,2010,"[2007, 2009, 2010]",,,,,,,,10.22,,8.29,8.95,,,,,,,,,,,8.95,[2009]: Reference group coverage: Total employment,C: Country data
65,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),762,Tajikistan,4,143,Central Asia,Country,69.294998,38.43069666,TJK,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,1,2009,2009,[2009],,,,,,,,,,14.8,,,,,,,,,,,,14.8,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
66,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),764,Thailand,4,35,South-Eastern Asia,Country,101.0202951,15.13089239,THA,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,19,2001,2019,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,25.51,25.31,26.26,27.54,28.84,29.21,29.72,23.69,24.21,25.77,24.57,28.22,33.02,32.7,32.83,32.72,33.59,33.91,35.11,,35.11,[2001-2008]: Data reference period: Third quarter | Population coverage: Excluding armed forces and/or conscripts // [2009]: Reference group coverage: Total employment // [2010]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2013-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
67,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),626,Timor-Leste,4,35,South-Eastern Asia,Country,125.9451052,-8.797497247,TLS,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,3,2010,2016,"[2010, 2013, 2016]",,,,,,,,,,,10.1,,,32.91,,,24.51,,,,,24.51,[2010]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2013]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised // [2016]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Including subsistence workers,C: Country data
68,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),768,Togo,4,11,Western Africa,Country,0.97835765,8.532096072,TGO,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,2,2011,2015,"[2011, 2015]",,,,,,,,,,,,3.95,,,,29.84,,,,,,29.84,[2011]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2015]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
69,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),776,Tonga,4,543,Oceania (exc. Australia and New Zealand),Country,-175.1959991,-21.19511329,TON,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,2,2003,2018,"[2003, 2018]",,,,26.6,,,,,,,,,,,,,,,41.56,,,41.56,[2018]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
70,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),776,Tonga,4,543,Oceania (exc. Australia and New Zealand),Country,-175.1959991,-21.19511329,TON,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,2,2003,2018,"[2003, 2018]",,,,26.6,,,,,,,,,,,,,,,41.56,,,41.56,[2018]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
71,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),780,Trinidad and Tobago,4,29,Caribbean,Country,-61.29389504,10.41877263,TTO,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,14,2000,2016,"[2000, 2001, 2002, 2003, 2004, 2005, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",39.23,39.85,37.81,39.34,40.93,43.48,,,,41.3,43.11,40.98,43.1,43.93,43.84,41.94,44.51,,,,,44.51,[2009-2010]: Population coverage: Excluding institutional population // [2011-2016]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
72,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),788,Tunisia,4,15,Northern Africa,Country,9.572737411,34.11439971,TUN,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,4,2009,2012,"[2009, 2010, 2011, 2012]",,,,,,,,,,12.21,12.68,13.86,14.76,,,,,,,,,14.76,[2009-2010]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter // [2011-2012]: Data reference period: Second quarter,C: Country data
73,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),792,Turkey,4,145,Western Asia,Country,35.42890329,38.9899684,TUR,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,19,2001,2019,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,7.97,6.78,6.18,6.56,6.94,8.19,8.57,9.83,10.21,10.04,11.02,12.15,14.44,13.36,13.16,15.09,15.01,14.81,16.17,,16.17,"[2001-2005]: Population coverage: Excluding armed forces and/or conscripts // [2006-2011,2013,2015-2019]: Repository: Eurostat special tabulation // [2012,2014]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
74,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),798,Tuvalu,4,543,Oceania (exc. Australia and New Zealand),Country,178.6679611,-7.460048071,TUV,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,2,2002,2016,"[2002, 2016]",,,24.58,,,,,,,,,,,,,,35.93,,,,,35.93,[2002]: Data reference period: November // [2016]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age,C: Country data
75,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),798,Tuvalu,4,543,Oceania (exc. Australia and New Zealand),Country,178.6679611,-7.460048071,TUV,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,2,2002,2016,"[2002, 2016]",,,24.58,,,,,,,,,,,,,,35.93,,,,,35.93,[2002]: Data reference period: November // [2016]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age,C: Country data
76,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),800,Uganda,4,14,Eastern Africa,Country,32.39100438,1.279557331,UGA,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,6,2002,2017,"[2002, 2003, 2009, 2012, 2013, 2017]",,,27.64,33.33,,,,,,20.22,,,22.82,25.3,,,,31.76,,,,31.76,"[2002]: Data reference period: September | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old // [2003]: Age coverage - minimum age: 10 years old // [2009]: Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 76 years or older, but bounded // [2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2013]: Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 years old // [2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised",C: Country data
77,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),804,Ukraine,5,151,Eastern Europe,Country,31.40270802,49.00735945,UKR,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,18,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",36.74,37.42,38.46,39.6,43.13,38.2,38.33,39.4,38.61,41.08,41.18,,,38.31,37.84,39.57,40.87,41.06,40.43,41.34,,41.34,"[2000-2010,2013-2016]: Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old // [2017]: Employment definition: Including subsistence workers | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old // [2018]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2019]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
78,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),784,United Arab Emirates,4,145,Western Asia,Country,53.98279159,23.43322219,ARE,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,6,2005,2019,"[2005, 2008, 2016, 2017, 2018, 2019]",,,,,,10.17,,,9.95,,,,,,,,14.57,12.47,15.78,21.51,,21.51,[2005]: Data reference period: December // [2008]: Data reference period: February // [2016]: Age coverage - maximum age: 65 years old // [2017]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2018-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
79,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),826,United Kingdom of Great Britain and Northern Ireland,5,154,Northern Europe,Country,-2.23830539,53.27691757,GBR,1,1,F,Female,,PT,Percentage,IC_GEN_MGTL__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",34.5,30.85,32.5,32.3,33.07,34.32,34.6,34.44,34.87,35.56,35.68,34.56,34.38,33.95,35.29,35.36,35.99,36.15,36.28,36.83,,36.83,"[2000,2002-2003,2006,2009-2010,2012-2019]: Repository: Eurostat special tabulation // [2001,2004-2005,2007-2008,2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
