ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,sex_code,sex_desc,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,value_2020,latest_value,footnotes,nature
33,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),233,Estonia,5,154,Northern Europe,Country,25.84093481,58.68487172,EST,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",34.83,38.17,37.17,34.8,41.23,41.04,39.63,34.91,36.6,34.34,38.37,34.63,31.62,32.81,30.84,27.84,31.63,34.33,33.24,35.11,,35.11,"[2000,2005,2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised // [2001-2004,2006-2010,2012-2019]: Repository: Eurostat special tabulation",C: Country data
34,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),748,Eswatini,4,18,Southern Africa,Country,31.50149288,-26.56471011,SWZ,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,1,2016,2016,[2016],,,,,,,,,,,,,,,,,54.64,,,,,54.64,Repository: ILO-STATISTICS - Micro data processing,C: Country data
35,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),231,Ethiopia,4,14,Eastern Africa,Country,39.63505296,8.631223181,ETH,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,2,2005,2013,"[2005, 2013]",,,,,,15.07,,,,,,,,21.08,,,,,,,,21.08,Repository: ILO-STATISTICS - Micro data processing,C: Country data
36,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),242,Fiji,4,543,Oceania (exc. Australia and New Zealand),Country,177.9660884,-17.83301566,FJI,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,2,2011,2016,"[2011, 2016]",,,,,,,,,,,,30.71,,,,,38.58,,,,,38.58,Repository: ILO-STATISTICS - Micro data processing,C: Country data
37,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),242,Fiji,4,543,Oceania (exc. Australia and New Zealand),Country,177.9660884,-17.83301566,FJI,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,2,2011,2016,"[2011, 2016]",,,,,,,,,,,,30.71,,,,,38.58,,,,,38.58,Repository: ILO-STATISTICS - Micro data processing,C: Country data
38,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),246,Finland,5,154,Northern Europe,Country,23.308447,61.91586738,FIN,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",27.55,29.74,30.23,30.93,30.68,32.67,33.85,32.28,33.58,34.71,34.34,31.09,29.67,29.47,34.26,33.49,34.06,31.45,32.01,36.76,,36.76,"[2000,2005,2008,2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised // [2001-2004,2006-2007,2009-2010,2012-2019]: Repository: Eurostat special tabulation",C: Country data
39,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),250,France,5,155,Western Europe,Country,2.457288129,46.62660861,FRA,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",31.65,32.55,34.48,32.53,33.06,36.34,37,36.46,36.77,37.38,38.54,39.14,39.19,35.58,32.03,31.02,31.18,32.64,34.36,34.24,,34.24,"[2000-2002,2004,2006-2010,2012,2015-2019]: Repository: Eurostat special tabulation // [2003,2005,2011,2013-2014]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
40,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),270,Gambia,4,11,Western Africa,Country,-15.39944785,13.45295927,GMB,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,1,2012,2012,[2012],,,,,,,,,,,,,33.68,,,,,,,,,33.68,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
41,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),276,Germany,5,155,Western Europe,Country,10.3806066,51.08862743,DEU,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",20.66,20.59,21.99,23.06,22.76,23.56,24.19,24.77,25.69,26.82,27.51,27.94,27.06,27.52,27.77,28.05,28.09,28.21,28.58,28.59,,28.59,"[2000-2004,2006-2009,2013-2019]: Repository: Eurostat special tabulation // [2005,2010-2012]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
42,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),288,Ghana,4,11,Western Africa,Country,-1.205623522,7.964825185,GHA,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,3,2013,2017,"[2013, 2015, 2017]",,,,,,,,,,,,,,26.67,,33.11,,26.56,,,,26.56,[2013]: Repository: ILO-STATISTICS - Micro data processing // [2015]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
43,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),300,Greece,5,39,Southern Europe,Country,22.58307827,39.47301873,GRC,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",19.88,18.55,15.46,20.73,21.19,23.66,22.49,22.77,26.28,27.01,26.9,22.02,22.24,25.83,27.83,24.67,24.66,29.73,30.54,29.77,,29.77,"[2000,2002-2003,2006-2008,2010,2012-2019]: Repository: Eurostat special tabulation // [2001,2004-2005,2009,2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
44,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),320,Guatemala,4,13,Central America,Country,-91.2312746,15.00273719,GTM,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,10,2003,2017,"[2003, 2004, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",,,,25.52,46.56,,,,,,33.15,60.91,35.57,29.4,35.44,34.63,39.17,34.5,,,,34.5,"[2003-2004,2010,2013-2014]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2011-2012,2015-2017]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
45,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),328,Guyana,4,5,South America,Country,-58.97322037,4.788012784,GUY,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,38.47,,,38.47,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Third quarter | Break in series: Methodology revised,C: Country data
46,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),340,Honduras,4,13,Central America,Country,-86.59974381,14.82243161,HND,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,15,2005,2019,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,,,33.15,33.83,33.77,33.32,34.25,35.54,31.56,35.8,36.21,42.32,42.39,41.08,41.04,47.11,47.47,,47.47,"[2005]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter | Break in series: Methodology revised // [2006-2007,2017-2019]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter // [2008]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2009-2016]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
47,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),348,Hungary,5,151,Eastern Europe,Country,19.41221519,47.1651448,HUN,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",34.19,37.65,37.86,37.19,36.65,39.4,40.94,39.04,40.78,39.9,39.96,38.22,36.26,38.26,37.59,39.06,37.72,37.64,37.05,35.9,,35.9,"[2000,2002-2004,2006-2010,2012-2019]: Repository: Eurostat special tabulation // [2001,2005,2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
48,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),352,Iceland,5,154,Northern Europe,Country,-19.02116966,64.79134763,ISL,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,15,2005,2019,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,,,30.04,33.97,33.06,36.96,38.35,37.14,39.09,38.2,37.87,38.24,39.51,34.76,32.96,43.05,44.01,,44.01,"[2005,2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised // [2006-2010,2012-2019]: Repository: Eurostat special tabulation",C: Country data
49,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),356,India,4,34,Southern Asia,Country,79.3608464,22.34642074,IND,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,4,2010,2019,"[2010, 2012, 2018, 2019]",,,,,,,,,,,12.28,,12.97,,,,,,13.71,14.83,,14.83,"[2010,2012]: Repository: ILO-STATISTICS - Micro data processing // [2018-2019]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year",C: Country data
50,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),360,Indonesia,4,35,South-Eastern Asia,Country,113.9174,-0.994582204,IDN,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,4,2007,2010,"[2007, 2008, 2009, 2010]",,,,,,,,15.81,16.44,18.06,19.43,,,,,,,,,,,19.43,"[2007,2009-2010]: Repository: ILO-STATISTICS - Micro data processing // [2008]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised",C: Country data
51,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),364,Iran (Islamic Republic of),5,127,Southern Asia (excluding India),Country,54.19766348,32.74370885,IRN,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,4,2016,2019,"[2016, 2017, 2018, 2019]",,,,,,,,,,,,,,,,,11.77,20.46,21.73,19.82,,19.82,"[2016,2018]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2017,2019]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
52,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),364,Iran (Islamic Republic of),5,127,Southern Asia (excluding India),Country,54.19766348,32.74370885,IRN,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,4,2016,2019,"[2016, 2017, 2018, 2019]",,,,,,,,,,,,,,,,,11.77,20.46,21.73,19.82,,19.82,"[2016,2018]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2017,2019]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
53,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),368,Iraq,4,145,Western Asia,Country,43.76606267,33.05013795,IRQ,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,1,2007,2007,[2007],,,,,,,,13.65,,,,,,,,,,,,,,13.65,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
54,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),372,Ireland,5,154,Northern Europe,Country,-7.121425272,53.25274054,IRL,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",35.23,39.89,38.66,40.8,39.72,43.59,41.42,40.26,42.22,40.97,40.71,30.42,30.6,30.49,31.64,30.93,32.37,31.89,33.51,31.26,,31.26,"[2000-2004,2006,2008-2010,2012-2016,2018-2019]: Repository: Eurostat special tabulation // [2005,2007,2011,2017]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
55,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),376,Israel,4,145,Western Asia,Country,34.62277992,31.06164552,ISR,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,6,2012,2017,"[2012, 2013, 2014, 2015, 2016, 2017]",,,,,,,,,,,,,31.7,32.5,32.41,31.93,34.33,34.84,,,,34.84,[2012]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+ | Break in series: Methodology revised // [2013-2017]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+,C: Country data
56,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),380,Italy,5,39,Southern Europe,Country,12.57022427,42.79917282,ITA,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,16,2004,2019,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,,18.77,19.67,21.77,22.03,21.62,21.57,21.16,21.59,22.21,22.02,21.9,21.75,22.04,22.34,23.15,23.27,,23.27,"[2004-2005,2011]: Repository: Eurostat special tabulation | Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised // [2006-2010,2012-2019]: Repository: Eurostat special tabulation | Unemployment definition: Two criteria (not in employment and seeking)",C: Country data
57,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),418,Lao People's Democratic Republic,4,35,South-Eastern Asia,Country,101.9901968,20.27482773,LAO,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,1,2017,2017,[2017],,,,,,,,,,,,,,,,,,23.37,,,,23.37,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
58,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),428,Latvia,5,154,Northern Europe,Country,26.42461876,56.64196636,LVA,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",37.07,39.98,38.09,45.38,42.47,42,40.86,42.11,41.25,41.46,39.08,44.34,44.64,42.22,42.05,44.26,46.3,44.14,43.22,43.54,,43.54,"[2000-2001,2003-2004,2006-2010,2012-2019]: Repository: Eurostat special tabulation // [2002,2005,2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
59,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),422,Lebanon,4,145,Western Asia,Country,35.89391711,33.92152458,LBN,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,28.87,,28.87,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
60,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),430,Liberia,4,11,Western Africa,Country,-9.311879038,6.448381009,LBR,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,1,2010,2010,[2010],,,,,,,,,,,20.05,,,,,,,,,,,20.05,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
61,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),440,Lithuania,5,154,Northern Europe,Country,23.90517807,55.33680309,LTU,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",42.48,50.03,48.45,41.49,46.8,44.96,42.76,40.28,41.45,40.29,41.98,36.47,35.3,36.46,35.36,38.1,38.82,37.92,38.16,38.59,,38.59,"[2000-2001,2003-2004,2006-2010,2012-2019]: Repository: Eurostat special tabulation // [2002,2005,2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
62,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),442,Luxembourg,5,155,Western Europe,Country,6.092656563,49.77679538,LUX,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,13,2000,2014,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2014]",24.13,11.1,14.97,11.17,12.17,9.35,21.16,9.74,15.31,15.43,19.64,18.28,,,17.9,,,,,,,17.9,"[2000-2002,2004,2006,2008,2010,2014]: Repository: Eurostat special tabulation // [2003,2005,2007,2009,2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
63,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),450,Madagascar,4,14,Eastern Africa,Country,46.6982339,-19.38514785,MDG,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,1,2012,2012,[2012],,,,,,,,,,,,,24.45,,,,,,,,,24.45,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
64,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),462,Maldives,5,127,Southern Asia (excluding India),Country,73.09672546,-0.614385021,MDV,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,2,2009,2016,"[2009, 2016]",,,,,,,,,,16.66,,,,,,,19.52,,,,,19.52,[2009]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers // [2016]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
65,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),462,Maldives,5,127,Southern Asia (excluding India),Country,73.09672546,-0.614385021,MDV,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,2,2009,2016,"[2009, 2016]",,,,,,,,,,16.66,,,,,,,19.52,,,,,19.52,[2009]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers // [2016]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
