ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,age_code,age_desc,sex_code,sex_desc,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,value_2020,latest_value,footnotes,nature
963,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",498,Republic of Moldova,5,151,Eastern Europe,Country,28.4650624,47.20236795,MDA,1,1,Y_GE25,25 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE25__F,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",6.1,4.8,4.6,5.1,5.1,4.7,4.6,2.9,2.4,3.8,4.7,4.5,3.4,3.4,2.4,2.7,2.1,2.7,2.8,4,,4,"[2009]: Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 76 years or older, but bounded // [2010]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2011-2019]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
964,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",498,Republic of Moldova,5,151,Eastern Europe,Country,28.4650624,47.20236795,MDA,1,1,Y_GE25,25 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE25__M,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",8.5,7,6.6,8.2,8.5,7.3,7.5,5,3.8,6.7,7.5,6.8,6.1,5.3,4,5.2,4.8,4.3,4.6,5.4,,5.4,"[2009]: Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 76 years or older, but bounded // [2010]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2011-2019]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
965,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",642,Romania,5,151,Eastern Europe,Country,24.98481009,45.83893563,ROU,1,1,Y_GE15,15 years old and over,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y_GE15___T,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",7,6.6,8.1,7,7.7,7.2,7.3,6.4,5.8,6.9,7,7.2,6.8,7.1,6.8,6.8,5.9,4.9,4.2,3.9,,3.9,"[2000-2001,2004,2006-2009,2011-2019]: Repository: Eurostat special tabulation // [2002-2003,2005,2010]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
966,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",642,Romania,5,151,Eastern Europe,Country,24.98481009,45.83893563,ROU,1,1,Y_GE15,15 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE15__F,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",6.4,6,7.6,6.4,6.2,6.4,6.1,5.4,4.7,5.8,6.2,6.5,6.1,6.3,6.1,5.9,5,4,3.5,3.4,,3.4,"[2000-2001,2004,2006-2009,2011-2019]: Repository: Eurostat special tabulation // [2002-2003,2005,2010]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
967,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",642,Romania,5,151,Eastern Europe,Country,24.98481009,45.83893563,ROU,1,1,Y_GE15,15 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE15__M,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",7.5,7,8.6,7.4,9,7.8,8.2,7.2,6.7,7.7,7.6,7.7,7.4,7.7,7.4,7.5,6.6,5.6,4.7,4.3,,4.3,"[2000-2001,2004,2006-2009,2011-2019]: Repository: Eurostat special tabulation // [2002-2003,2005,2010]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
968,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",642,Romania,5,151,Eastern Europe,Country,24.98481009,45.83893563,ROU,1,1,Y15T24,15 to 24 years old,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y15T24___T,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",17.8,17.6,22.2,19.5,22.3,20.3,21.4,20.1,18.6,20.8,22.1,23.9,22.6,23.7,24,21.7,20.6,18.3,16.2,16.8,,16.8,"[2000-2001,2004,2006-2009,2011-2019]: Repository: Eurostat special tabulation // [2002-2003,2005,2010]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
969,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",642,Romania,5,151,Eastern Europe,Country,24.98481009,45.83893563,ROU,1,1,Y15T24,15 to 24 years old,F,Female,,PT,Percentage,SL_TLF_UEM__Y15T24__F,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",15.9,17.1,22,20,18.7,18.4,20.2,18.7,18.3,20.1,22.1,23.7,23,24.6,24.7,23.4,21.8,18.6,16.2,17.5,,17.5,"[2000-2001,2004,2006-2009,2011-2019]: Repository: Eurostat special tabulation // [2002-2003,2005,2010]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
970,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",642,Romania,5,151,Eastern Europe,Country,24.98481009,45.83893563,ROU,1,1,Y15T24,15 to 24 years old,M,Male,,PT,Percentage,SL_TLF_UEM__Y15T24__M,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",19.3,18.1,22.4,19.2,25.1,21.6,22.3,21.1,18.8,21.2,22.1,24,22.2,23.2,23.6,20.6,19.9,18.1,16.3,16.3,,16.3,"[2000-2001,2004,2006-2009,2011-2019]: Repository: Eurostat special tabulation // [2002-2003,2005,2010]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
971,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",642,Romania,5,151,Eastern Europe,Country,24.98481009,45.83893563,ROU,1,1,Y_GE25,25 years old and over,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y_GE25___T,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",5.4,5.1,6.2,5.4,5.7,5.6,5.7,4.9,4.4,5.4,5.6,5.7,5.4,5.7,5.5,5.6,4.8,3.9,3.3,3,,3,"[2000-2001,2004,2006-2009,2011-2019]: Repository: Eurostat special tabulation // [2002-2003,2005,2010]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
972,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",642,Romania,5,151,Eastern Europe,Country,24.98481009,45.83893563,ROU,1,1,Y_GE25,25 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE25__F,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",5.1,4.5,5.7,4.8,4.5,5.1,4.7,4.1,3.4,4.5,4.9,5,4.7,4.9,4.8,4.6,3.9,3,2.6,2.5,,2.5,"[2000-2001,2004,2006-2009,2011-2019]: Repository: Eurostat special tabulation // [2002-2003,2005,2010]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
973,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",642,Romania,5,151,Eastern Europe,Country,24.98481009,45.83893563,ROU,1,1,Y_GE25,25 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE25__M,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",5.7,5.5,6.6,5.9,6.8,6.1,6.6,5.6,5.3,6.1,6.1,6.2,6,6.3,6,6.4,5.5,4.6,3.8,3.4,,3.4,"[2000-2001,2004,2006-2009,2011-2019]: Repository: Eurostat special tabulation // [2002-2003,2005,2010]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
974,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",643,Russian Federation,5,151,Eastern Europe,Country,99.01404926,61.61899849,RUS,1,1,Y_GE15,15 years old and over,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y_GE15___T,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",10.6,9,7.9,8.2,7.8,7.1,7.1,6,6.2,8.3,7.4,6.5,5.4,5.5,5.2,5.6,5.6,5.2,4.9,4.5,,4.5,[2000-2009]: Repository: OECD | Age coverage - maximum age: 72 years old // [2010]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2011-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
975,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",643,Russian Federation,5,151,Eastern Europe,Country,99.01404926,61.61899849,RUS,1,1,Y_GE15,15 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE15__F,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",10.4,8.6,7.6,8,7.5,6.9,6.7,5.6,5.9,7.7,6.8,6.1,5.1,5.1,4.8,5.3,5.4,5.1,4.8,4.3,,4.3,[2000-2009]: Repository: OECD | Age coverage - maximum age: 72 years old // [2010]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2011-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
976,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",643,Russian Federation,5,151,Eastern Europe,Country,99.01404926,61.61899849,RUS,1,1,Y_GE15,15 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE15__M,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",10.8,9.3,8.1,8.5,8,7.3,7.4,6.4,6.5,8.9,7.9,7,5.8,5.8,5.5,5.8,5.8,5.4,4.9,4.7,,4.7,[2000-2009]: Repository: OECD | Age coverage - maximum age: 72 years old // [2010]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2011-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
977,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",643,Russian Federation,5,151,Eastern Europe,Country,99.01404926,61.61899849,RUS,1,1,Y15T24,15 to 24 years old,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y15T24___T,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",20.7,18,15.6,17.6,17.2,15.5,16.4,14.4,14,18.5,17.1,15.5,14.9,13.9,13.8,16.1,16.5,16.3,17,15.2,,15.2,[2000-2009]: Repository: OECD | Age coverage - maximum age: 72 years old // [2010]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2011-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
978,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",643,Russian Federation,5,151,Eastern Europe,Country,99.01404926,61.61899849,RUS,1,1,Y15T24,15 to 24 years old,F,Female,,PT,Percentage,SL_TLF_UEM__Y15T24__F,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",22.2,19.2,16.9,18.8,18.7,16.8,17.1,14.4,15.1,18.9,17.5,15.7,15.3,14.7,14.3,17,17.3,17.1,17.9,15.6,,15.6,[2000-2009]: Repository: OECD | Age coverage - maximum age: 72 years old // [2010]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2011-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
979,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",643,Russian Federation,5,151,Eastern Europe,Country,99.01404926,61.61899849,RUS,1,1,Y15T24,15 to 24 years old,M,Male,,PT,Percentage,SL_TLF_UEM__Y15T24__M,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",19.5,17,14.5,16.5,16.1,14.4,15.7,14.5,13.2,18.1,16.8,15.2,14.5,13.4,13.4,15.4,15.8,15.7,16.2,14.8,,14.8,[2000-2009]: Repository: OECD | Age coverage - maximum age: 72 years old // [2010]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2011-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
980,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",643,Russian Federation,5,151,Eastern Europe,Country,99.01404926,61.61899849,RUS,1,1,Y_GE25,25 years old and over,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y_GE25___T,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",9,7.6,6.7,6.8,6.4,5.9,5.7,4.8,5.1,6.9,6.1,5.4,4.4,4.5,4.3,4.6,4.6,4.4,4,3.8,,3.8,[2000-2009]: Repository: OECD | Age coverage - maximum age: 72 years old // [2010]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2011-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
981,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",643,Russian Federation,5,151,Eastern Europe,Country,99.01404926,61.61899849,RUS,1,1,Y_GE25,25 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE25__F,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",8.6,7.1,6.3,6.5,6,5.6,5.3,4.5,4.8,6.3,5.6,5,4.1,4.2,4,4.3,4.4,4.3,4,3.7,,3.7,[2000-2009]: Repository: OECD | Age coverage - maximum age: 72 years old // [2010]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2011-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
982,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",643,Russian Federation,5,151,Eastern Europe,Country,99.01404926,61.61899849,RUS,1,1,Y_GE25,25 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE25__M,age__sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",9.3,8.1,7.1,7.1,6.7,6.2,6.1,5.1,5.4,7.5,6.6,5.8,4.7,4.8,4.6,4.8,4.8,4.5,4.1,3.9,,3.9,[2000-2009]: Repository: OECD | Age coverage - maximum age: 72 years old // [2010]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2011-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
983,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",646,Rwanda,4,14,Eastern Africa,Country,29.92310194,-1.999842114,RWA,1,1,Y_GE15,15 years old and over,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y_GE15___T,age__sex,3,2017,2019,"[2017, 2018, 2019]",,,,,,,,,,,,,,,,,,17.4,15.1,15.3,,15.3,[2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised // [2018-2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,C: Country data
984,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",646,Rwanda,4,14,Eastern Africa,Country,29.92310194,-1.999842114,RWA,1,1,Y_GE15,15 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE15__F,age__sex,3,2017,2019,"[2017, 2018, 2019]",,,,,,,,,,,,,,,,,,19.4,17.1,17,,17,[2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised // [2018-2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,C: Country data
985,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",646,Rwanda,4,14,Eastern Africa,Country,29.92310194,-1.999842114,RWA,1,1,Y_GE15,15 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE15__M,age__sex,3,2017,2019,"[2017, 2018, 2019]",,,,,,,,,,,,,,,,,,15.7,13.5,13.9,,13.9,[2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised // [2018-2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,C: Country data
986,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",646,Rwanda,4,14,Eastern Africa,Country,29.92310194,-1.999842114,RWA,1,1,Y15T24,15 to 24 years old,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y15T24___T,age__sex,3,2017,2019,"[2017, 2018, 2019]",,,,,,,,,,,,,,,,,,22.6,20.6,20.5,,20.5,[2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised // [2018-2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,C: Country data
987,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",646,Rwanda,4,14,Eastern Africa,Country,29.92310194,-1.999842114,RWA,1,1,Y15T24,15 to 24 years old,F,Female,,PT,Percentage,SL_TLF_UEM__Y15T24__F,age__sex,3,2017,2019,"[2017, 2018, 2019]",,,,,,,,,,,,,,,,,,24.8,22.6,22.4,,22.4,[2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised // [2018-2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,C: Country data
